Name,Gender,Age,Occupation,ZIP-code,2,56,247,260,653,673,810,885,1009,1073,1097,1126,1525,1654,1702,1750,1881,1920,1967,2017,2021,2043,2086,2087,2093,2100,2105,2138,2143,2174,2193,2253,2399,2628,2797,2872,2968,3393,3438,3439,3440,3466,3479,3489,3877,3889
Cristi Sorel,F,56,17,972,4,2,3,2,0,3,3,1,3,1,0,4,5,5,5,3,0,3,0,3,4,0,5,5,4,0,5,4,3,5,5,1,2,0,4,4,4,4,0,3,0,2,5,0,2,3
Vergil Leaning,M,56,10,836,0,4,4,5,3,4,0,1,1,0,0,4,0,0,0,2,0,0,1,0,0,0,2,0,0,4,1,0,4,1,1,0,2,5,5,5,0,0,4,0,0,0,3,0,0,0
Brand Maxfield,M,18,14,245,0,0,5,5,1,0,1,0,2,0,2,3,2,1,0,4,2,0,4,0,1,0,0,3,0,0,2,2,3,1,0,3,0,2,1,3,1,0,5,0,2,0,4,5,2,0
Karee Twine,F,35,0,780,1,0,2,3,3,0,0,0,2,5,4,3,2,2,1,0,1,4,0,0,0,3,2,5,1,5,3,1,5,4,5,0,2,3,3,5,0,4,0,3,0,5,2,0,1,5
Porter Ferrettini,M,18,14,230,3,0,4,0,0,0,0,0,5,5,3,3,0,4,0,0,4,0,4,0,0,0,2,0,4,0,0,0,0,0,3,0,0,3,3,0,0,0,4,0,2,0,0,0,0,0
Ximenez Trett,M,35,4,965,5,0,4,4,5,2,3,5,4,3,1,0,0,0,0,2,1,0,1,4,5,2,3,3,0,5,4,0,2,0,4,5,0,2,2,0,5,0,4,1,2,0,4,0,0,3
Paulie Channon,F,45,17,198,5,1,1,4,1,5,2,1,3,1,3,4,0,2,1,2,1,2,4,3,2,1,3,5,1,5,5,0,3,0,5,0,4,5,5,1,1,2,0,3,3,4,3,0,4,5
Mason Castello,M,56,7,558,5,0,4,2,0,0,2,3,1,3,1,5,2,0,3,0,5,4,1,4,1,3,4,0,5,4,3,4,0,2,4,4,4,4,2,5,0,5,0,1,5,1,2,5,5,1
Westbrooke Oxenden,M,25,2,65,3,0,2,3,0,0,2,3,3,5,1,5,2,0,3,5,4,0,3,0,0,0,0,0,0,2,0,5,0,3,0,3,3,3,3,0,2,1,4,3,1,5,0,0,5,0
Trev O'Lennane,M,35,16,958,0,2,1,1,0,0,4,0,1,5,3,0,2,3,1,0,2,5,1,3,4,5,4,2,4,1,3,4,0,3,3,2,2,5,3,5,3,0,3,0,0,0,3,5,5,5
Granthem Riglar,M,18,4,146,1,0,0,3,0,3,3,0,2,0,2,4,2,5,0,2,3,1,0,4,3,2,3,2,5,0,0,4,2,2,5,3,3,0,0,4,1,5,3,3,0,1,0,2,5,2
Wyatan Reimer,M,35,5,953,0,0,0,5,3,2,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,3,0,0,1,0,3,4,4,0,5,0,3,0,0,0,0,0
Hamlen Sprasen,M,56,9,704,0,1,0,0,3,3,4,1,1,1,5,4,5,5,4,0,3,4,4,3,4,0,4,2,4,3,0,1,0,1,5,0,2,0,5,4,1,2,3,0,0,0,0,3,3,3
Haleigh Stollwerk,M,35,12,777,5,0,2,4,1,1,2,4,0,2,1,0,0,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0
Ardath Boggis,F,56,18,405,5,1,0,4,4,2,3,4,1,1,2,0,0,1,2,0,4,1,4,4,5,1,0,5,3,1,4,0,1,5,4,1,3,2,3,1,4,1,2,1,0,5,5,1,4,2
Mercedes Heeran,F,35,7,347,1,3,5,5,2,0,0,4,2,2,3,0,5,2,5,3,1,0,0,1,1,0,0,3,0,0,1,3,5,1,0,1,0,5,1,3,0,4,0,4,0,1,3,3,2,2
Emylee Gorrick,F,50,4,24,1,2,2,1,5,0,0,0,4,3,3,0,5,0,3,0,5,0,1,5,2,3,5,4,0,5,1,4,4,2,4,5,0,5,3,4,1,1,2,4,2,3,1,0,2,0
