Name,Gender,Age,Occupation,ZIP-code,2,56,247,260,653,673,810,885,1009,1073,1097,1126,1525,1654,1702,1750,1881,1920,1967,2017,2021,2043,2086,2087,2093,2100,2105,2138,2143,2174,2193,2253,2399,2628,2797,2872,2968,3393,3438,3439,3440,3466,3479,3489,3877,3889
Malena Pache,F,25,1,83,3,0,3,5,0,0,0,0,2,5,0,0,0,2,3,0,3,0,5,0,1,0,0,0,0,0,4,0,0,3,0,2,0,4,4,0,0,0,4,0,0,4,0,0,0,0
Bay Mc Gorley,M,35,14,322,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,3,4,0,0,3,0,0,0,0,0,0,3,4,0
Ashlie Hardie,F,35,6,778,5,0,0,4,0,0,0,1,2,1,5,0,0,4,5,1,1,3,0,4,5,0,3,4,0,1,1,0,2,1,5,2,3,5,0,3,4,0,3,5,0,1,3,3,5,0
Alden Pinckney,M,45,1,685,3,1,1,2,0,4,2,0,3,3,2,2,3,4,1,0,0,4,0,3,1,4,2,3,0,4,4,3,2,4,3,1,4,4,2,3,4,0,1,5,0,4,3,1,0,0
Drud Martina,M,1,9,76,2,1,4,4,1,4,0,0,0,5,1,3,4,1,4,0,1,0,2,5,5,4,5,5,2,4,0,2,3,4,4,4,4,5,2,1,0,1,3,3,4,5,0,1,1,4
Irv Minucci,M,45,12,427,4,0,5,4,1,2,2,0,2,4,1,4,4,0,0,0,0,2,5,5,3,1,2,0,1,0,3,1,4,5,5,0,3,1,4,3,4,0,1,2,0,2,3,2,1,1
Florinda Millier,F,25,11,815,3,1,0,4,0,3,2,3,3,5,0,0,2,0,3,0,2,5,3,0,5,2,2,3,1,1,2,0,4,4,4,0,1,4,3,1,3,0,0,5,3,1,3,0,5,2
Karoly Matiashvili,F,45,10,799,4,3,1,4,5,1,0,3,4,2,1,4,4,0,3,5,4,2,3,2,4,5,3,0,3,4,4,0,1,0,3,4,0,5,5,0,4,2,0,3,2,3,3,3,0,1
Clemence Hadigate,F,45,16,571,2,3,1,5,0,1,1,1,1,1,1,4,0,5,1,0,2,0,1,4,3,5,5,3,1,0,2,0,5,3,2,1,3,4,2,5,1,3,4,1,2,1,0,0,1,1
Donaugh Smoughton,M,45,4,127,5,0,0,5,0,1,0,1,0,1,0,0,4,0,0,1,5,3,2,4,0,1,5,0,0,5,2,0,2,5,1,0,2,5,0,2,4,4,3,1,4,1,3,0,1,3
Thane Ashness,M,45,20,323,5,2,4,3,1,5,0,0,0,4,5,2,4,2,0,0,0,3,3,0,4,5,4,0,4,4,0,3,1,1,1,0,1,3,2,2,0,0,1,5,1,3,5,0,2,5
Christyna Molyneaux,F,35,18,931,4,2,4,1,0,5,0,0,3,2,2,1,1,2,3,0,0,3,4,4,3,2,0,4,3,1,5,2,2,5,1,3,3,4,5,2,3,5,4,5,3,0,1,4,5,1
Roze Harbage,F,50,9,681,3,0,1,4,0,1,0,3,0,1,4,1,5,5,2,5,1,1,0,1,5,5,0,2,0,5,0,0,0,0,3,5,4,5,1,0,0,2,0,0,2,4,0,4,0,1
Nathanil Goodright,M,50,5,261,1,4,1,2,0,0,4,0,0,2,2,1,1,5,5,3,0,2,2,0,0,3,0,3,0,0,0,5,2,0,5,0,0,2,2,1,5,0,2,5,0,1,0,0,0,0
Kimble Deaton,M,1,6,915,3,0,1,4,0,0,1,1,0,2,3,0,0,0,0,3,5,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,3,0,0
Rachel Beahan,F,18,17,680,3,4,0,4,4,2,0,4,5,0,4,3,4,1,2,1,4,2,2,3,2,0,0,4,1,0,1,3,1,2,2,2,3,0,2,1,3,4,2,5,2,1,4,3,3,1
Linda Bruineman,F,50,19,609,0,2,1,4,3,3,0,5,2,5,5,1,2,3,4,1,5,5,3,0,1,0,4,3,2,1,1,0,0,4,4,1,1,2,2,5,5,0,5,4,3,4,1,0,4,4
Franny Gurys,M,1,8,166,3,0,2,5,3,3,0,0,1,3,5,1,0,5,2,0,0,0,5,0,5,0,0,3,0,0,2,0,0,4,4,0,2,3,3,0,0,0,2,0,4,0,0,3,0,2
